type,id,lat,lon,name
14,N357335338,45.507757,-123.1036901,Tuality Plains Post Office (historical)
14,N357335341,42.0104302,-121.5788826,Tule Lake Post Office (historical)
14,N357335347,45.6679084,-118.6991467,Umatilla Post Office (historical)
14,N357335350,43.7095613,-124.1651146,Umpqua City Post Office (historical)
14,N357335356,42.1984581,-123.0442105,Uniontown Post Office (historical)
14,N357335369,43.285944,-124.2456678,Utter City Post Office (historical)
14,N357335375,45.8915021,-122.998998,Valley Post Office (historical)
14,N357335378,42.4329023,-123.4311527,Vannoy Post Office (historical)
14,N357335381,44.1137751,-116.9496061,Vernie Post Office (historical)
14,N357335384,44.3323429,-123.8414999,Vernon Post Office (historical)
14,N357335387,45.9720557,-123.3765112,Vesper Post Office (historical)
14,N357335390,43.2373659,-120.5224808,Viewpoint Post Office (historical)
14,N357335400,45.6979229,-117.6776956,Vincent Post Office (historical)
14,N357335403,44.9028065,-123.0396231,Vista Post Office - 97308
14,N357335417,43.2334482,-123.4817461,Wanaville Post Office (historical)
14,N357335421,45.4062261,-123.1239952,Wapata Post Office (historical)
14,N357335424,45.4226147,-123.136218,Wapatoo Post Office (historical)
14,N357335427,45.5370622,-122.7067637,Wardway Post Office (historical)
14,N357335430,45.4717874,-121.0889574,Wasco Post Office (historical)
14,N357335433,45.1242815,-123.3681622,Washington Post Office (historical)
14,N357335435,45.5102987,-122.7156823,Washington Park Zoo Railway Post Office
14,N357335438,43.3290443,-118.6163128,Waverly Post Office (historical)
14,N357335441,43.13067,-123.6320261,Weekly Post Office (historical)
14,N357335444,42.3234594,-122.900318,West Main Post Office
14,N357335447,43.7470679,-122.4817169,West Oak Post Office (historical)
14,N357335450,44.0512356,-123.1156434,West Side Post Office
14,N357335455,44.6387471,-120.0969525,Wheeler Post Office (historical)
14,N357335461,42.7165154,-122.6178168,Whelpley Post Office (historical)
14,N357335466,43.8573463,-120.8858432,Whitaker Post Office (historical)
14,N357335472,44.4998461,-122.4845279,Whitcomb Post Office (historical)
14,N357335476,42.3482477,-118.2277873,White Horse Post Office (historical)
14,N357335479,42.0040403,-121.6455505,Whitelake Post Office (historical)
14,N357335482,45.8665013,-123.1178903,Wilark Post Office (historical)
14,N357335491,45.1665072,-123.0178776,Willamette Post Office (historical)
14,N357335498,44.509569,-120.9522556,Willoughby Post Office (historical)
14,N357335504,42.0062005,-124.2112836,Winchuck Post Office (historical)
14,N357335507,43.2448781,-118.5807556,Windy Post Office (historical)
14,N357335515,45.1448421,-122.8553725,Woodburn Post Office
14,N357335523,45.0698537,-118.3130008,Woodley Post Office (historical)
14,N357335526,43.3226378,-120.9191645,Woodrow Post Office (historical)
14,N357335529,43.8442123,-123.9185625,Wroe Post Office (historical)
14,N357335532,42.4309787,-121.4288903,Yainax Post Office (historical)
14,N357335543,44.2068209,-118.999117,Yeoville Post Office (historical)
14,N357335557,43.9798438,-124.0609505,Acme Post Office (historical)
14,N357335559,45.598461,-119.4191869,Acton Post Office (historical)
14,N357335562,43.8748364,-124.0452194,Ada Post Office (historical)
14,N357335568,45.767354,-118.5624734,Adams Post Office
14,N357335572,42.1767309,-119.8993316,Adel Post Office
14,N357335575,43.7407544,-117.0716353,Adrian Post Office
14,N357335579,44.6773386,-124.0617836,Agate Beach Post Office (historical)
14,N357335582,42.4220697,-122.8853195,Agate Post Office (historical)
14,N357335585,42.5564976,-124.0689776,Agness Post Office
14,N357335590,44.7500943,-123.3310714,Airlie Post Office (historical)
14,N357335593,45.3692947,-120.4469899,Ajax Post Office (historical)
14,N357335596,44.7701493,-118.4607803,Alamo Post Office (historical)
14,N357335601,45.212634,-118.9091509,Albee Post Office (historical)
14,N357335607,42.7323476,-122.7136536,Alcoe Post Office (historical)
14,N357335610,45.3979281,-117.2971175,Alder Post Office (historical)
14,N357335613,44.788733,-122.8525901,Ale Post Office (historical)
14,N357335616,44.0773508,-121.0169746,Alfalfa Post Office (historical)
14,N357335619,42.3470858,-121.8155633,Algoma Post Office (historical)
14,N357335623,45.4043026,-117.9799373,Alicel Post Office (historical)
14,N357335626,43.4259469,-124.0323266,Allegany Post Office
14,N357335630,43.8909185,-123.4750692,Alma Post Office (historical)
14,N357335634,42.6081697,-123.5845143,Almeda Post Office (historical)
14,N357335639,42.1359487,-123.5525645,Aloysius Post Office (historical)
14,N357335643,44.1642872,-123.7006605,Alpha Post Office (historical)
14,N357335646,45.616241,-119.5297454,Alpine Post Office (historical)
14,N357335652,44.3815098,-123.5964942,Alsea Post Office
14,N357335658,42.2068123,-121.737224,Altamont Post Office (historical)
14,N357335663,42.1262261,-123.5775653,Althouse Post Office (historical)
14,N357335667,44.1267901,-123.2645384,Alvadore Post Office
14,N357335670,45.1156724,-123.2073257,Amity Post Office
14,N357335673,43.6081765,-123.0845185,Amos Post Office (historical)
14,N357335678,42.8484537,-123.16506,Anchor Post Office (historical)
14,N357335682,42.312058,-123.6075677,Anderson Post Office (historical)
14,N357335690,44.3790096,-123.7303861,Angora Post Office (historical)
14,N357335696,43.7109543,-123.2236967,Anlauf Post Office (historical)
14,N357335699,45.8095564,-123.1859471,Anoka Post Office (historical)
14,N357335705,42.3401589,-120.2969039,Antler Post Office (historical)
14,N357335708,44.4715299,-119.8099881,Antone Post Office (historical)
14,N357335711,46.0140016,-123.0301117,Apiary Post Office (historical)
14,N357335714,42.2570662,-123.1683833,Applegate Post Office
14,N357335717,45.8734818,-117.2648851,Appleton Post Office (historical)
14,N357335720,43.1020541,-124.1923284,Arago Post Office (historical)
14,N357335723,43.9244105,-116.9857184,Arcadia Post Office (historical)
14,N357335736,45.92627,-117.3548275,Arko Post Office (historical)
14,N357335743,45.716796,-120.2008761,Arlington Post Office
14,N357335746,45.3401572,-116.9884895,Armin Post Office (historical)
14,N357335751,42.9140441,-117.5251539,Arock Post Office
14,N357335761,42.666790399999996,-122.9386612,Asbestos Post Office (historical)
14,N357335767,44.733634,-120.7544403,Ashwood Post Office
14,N357335770,45.8117992,-118.4905252,Athena Post Office
14,N357335784,44.8409548,-122.8709243,Aumsville Post Office
14,N357335787,45.2230865,-122.759807,Aurora Post Office
14,N357335790,44.6026558,-118.4966112,Austin Post Office (historical)
14,N357335793,44.2998432,-123.9845597,Axtell Post Office (historical)
14,N357335796,42.7953981,-123.2603401,Azalea Post Office
14,N357335799,45.6220743,-120.1636511,Baird Post Office (historical)
14,N357335803,45.0865129,-120.8397721,Bakeoven Post Office (historical)
14,N357335807,45.0667828,-123.3209383,Ballston Post Office (historical)
14,N357335813,42.9395549,-124.0070395,Bancroft Post Office (historical)
14,N357335816,43.1188651,-124.4083325,Bandon Post Office
14,N357335820,45.6187245,-123.1142758,Banks Post Office
14,N357335823,44.5562309,-123.7276098,Barber Post Office (historical)
14,N357335825,45.8039988,-123.7915199,Barbra Post Office (historical)
14,N357335830,44.4484755,-119.7288728,Barite Post Office (historical)
14,N357335843,44.4165196,-120.6150195,Barney Post Office (historical)
14,N357335846,45.6526306,-118.9269385,Barnhart Post Office (historical)
14,N357335849,42.125968,-122.6114176,Barron Post Office (historical)
14,N357335852,45.9845913,-117.4582317,Bartlett Post Office (historical)
14,N357335862,45.5226042,-123.889296,Bay City Post Office
14,N357335870,44.4423418,-124.0351182,Bayview Post Office (historical)
14,N357335873,42.5345684,-122.9253236,Beagle Post Office (historical)
14,N357335877,42.4419745,-121.2708246,Beatty Post Office
14,N357335880,43.1340192,-121.8030788,Beaver Marsh Post Office (historical)
14,N357335882,45.2767726,-123.8265055,Beaver Post Office
14,N357335889,42.662106,-119.0696474,Beckley Post Office (historical)
14,N357335892,42.1276509,-121.4636061,Bedfield Post Office (historical)
14,N357335899,44.6193188,-119.1488572,Beech Creek Post Office (historical)
14,N357335902,44.1903994,-122.0492213,Belknap Springs Post Office (historical)
14,N357335907,44.6956727,-123.9470582,Bellamy Post Office (historical)
14,N357335910,45.1153935,-123.3162168,Bellevue Post Office (historical)
14,N357335916,43.4387304,-123.0928458,Belmont Post Office (historical)
14,N357335921,45.8026338,-118.2330094,Berkley Post Office (historical)
14,N357335927,44.0665114,-123.4345434,Berkley Post Office (historical)
14,N357335930,44.4979009,-122.7478648,Berlin Post Office (historical)
14,N357335934,44.6998445,-122.2136879,Berry Post Office (historical)
14,N357335943,45.0403956,-123.1848237,Bethel Post Office (historical)
14,N357335947,43.9065472,-118.1526936,Beulah Post Office (historical)
14,N357335951,42.5498502,-122.6122571,Big Butte Post Office (historical)
14,N357335955,45.6220659,-121.097014,Big Eddy Post Office (historical)
14,N357335960,45.6679016,-120.8383964,Biggs Post Office (historical)
14,N357335969,42.82901,-123.1192254,Binger Post Office (historical)
14,N357335977,45.9906668,-123.3376214,Birkenfeld Post Office
14,N357335998,44.194844,-123.5351023,Blachly Post Office
14,N357336003,44.3773386,-121.6536619,Black Butte Ranch Post Office
14,N357336007,44.8709501,-123.4962175,Black Rock Post Office (historical)
14,N357336019,42.6143291,-119.0690911,Blitzen Post Office (historical)
14,N357336022,44.5970639,-123.5195493,Blodgett Post Office
14,N357336029,44.1544095,-122.3412851,Blue River Post Office
14,N357336040,45.839855,-119.7005834,Boardman Post Office
14,N357336044,43.5845659,-122.6539436,Bohemia Post Office (historical)
14,N357336051,45.5925063,-118.5957518,Boiling Point Post Office (historical)
14,N357336058,42.4053993,-123.1400513,Bolt Post Office (historical)
14,N357336065,42.1987607,-121.4061076,Bonanza Post Office
14,N357336069,44.2523809,-117.8338081,Bonita Post Office (historical)
14,N357336073,45.6359505,-121.9520261,Bonneville Post Office
14,N357336077,43.8487301,-124.0884476,Booth Post Office (historical)
14,N357336082,42.8026206,-123.2289504,Booth Post Office (historical)
14,N357336094,44.4609563,-123.0817593,Boston Mills Post Office (historical)
14,N357336098,42.2526121,-123.6928479,Bour Post Office (historical)
14,N357336122,45.4892875,-121.0822909,Boyd Post Office (historical)
14,N357336131,46.1967768,-123.4390184,Bradwood Post Office (historical)
14,N357336136,42.6090256,-121.8108471,Braymill Post Office (historical)
14,N357336141,44.7817879,-121.9720185,Breitenbush Post Office (historical)
14,N357336158,44.8970665,-122.5706408,Bridge Creek Post Office (historical)
14,N357336162,43.0239994,-124.0070412,Bridge Post Office (historical)
14,N357336167,44.4849841,-117.7445365,Bridgeport Post Office
14,N357336170,45.1148389,-123.2387154,Briedwell Post Office (historical)
14,N357336177,45.759577,-118.3344038,Briggson Post Office (historical)
14,N357336184,45.3762302,-122.0167482,Brightwood Post Office
14,N357336191,45.1878973,-122.8692626,Broadacres Post Office (historical)
14,N357336195,43.0089985,-124.1464913,Broadbent Post Office
14,N357336199,45.0728945,-123.2695485,Broadmead Post Office (historical)
14,N357336203,43.1090048,-123.4553515,Brockway Post Office (historical)
14,N357336207,44.2462699,-117.517134,Brogan Post Office
14,N357336211,42.0511486,-124.2833909,Brookings Post Office
14,N357336220,45.048175,-122.9584291,Brooks Post Office
14,N357336225,43.8140378,-120.6034459,Brothers Post Office
14,N357336229,45.5137308,-122.1650876,Brower Post Office (historical)
14,N357336246,42.4681827,-122.7100366,Brownsboro Post Office (historical)
14,N357336260,46.2175768,-123.5407267,Brownsmead Post Office (historical)
14,N357336264,44.3934571,-122.9848108,Brownsville Post Office
14,N357336268,42.0840054,-123.517285,Browntown Post Office (historical)
14,N357336279,43.6423783,-118.6285392,Buchanan Post Office (historical)
14,N357336285,45.0162269,-123.4184397,Buell Post Office (historical)
14,N357336306,43.1498313,-124.3956705,Bullards Post Office (historical)
14,N357336318,42.9901558,-117.7384964,Bully Post Office (historical)
14,N357336333,42.1740149,-122.9980971,Buncom Post Office (historical)
14,N357336339,43.3559451,-124.2048339,Bunker Hill Post Office (historical)
14,N357336367,44.447067,-123.2053742,Burlington Post Office (historical)
14,N357336386,44.6037305,-123.6228852,Burnt Woods Post Office (historical)
14,N357336395,45.0665022,-123.576221,Butler Post Office (historical)
14,N357336406,42.5431843,-122.5655886,Butte Falls Post Office
14,N357336410,43.2387592,-119.9941316,Butte Post Office (historical)
14,N357336419,45.6887233,-123.1909455,Buxton Post Office
14,N357336426,44.4207154,-117.5732537,Cake Post Office (historical)
14,N357336430,44.5234727,-119.9122169,Caleb Post Office (historical)
14,N357336432,43.6137316,-123.2178587,Calvert Post Office (historical)
14,N357336436,43.0342815,-123.6739697,Camas Valley Post Office
14,N357336442,43.1284887,-117.0279162,Camp Lyon Post Office (historical)
14,N357336445,44.3187268,-121.5156008,Camp Polk Post Office (historical)
14,N357336449,44.4598454,-121.6430348,Camp Sherman Post Office
14,N357336452,44.4851398,-119.8949923,Camp Watson Post Office (historical)
14,N357336455,43.9282483,-124.0353692,Canary Post Office (historical)
14,N357336467,44.3895995,-118.9502315,Canyon City Post Office
14,N357336471,42.9274984,-123.2811509,Canyonville Post Office
14,N357336478,45.2939487,-123.1802718,Carlton Post Office
14,N357336486,42.2201106,-124.339546,Carpenterville Post Office (historical)
14,N357336502,45.6696625,-121.8903437,Cascade Locks Post Office
14,N357336506,43.5793454,-122.0421807,Cascade Summit Post Office (historical)
14,N357336510,44.3973477,-122.481748,Cascadia Post Office
14,N357336513,42.7323825,-119.0777046,Catlow Post Office (historical)
14,N357336517,42.1628912,-123.6481235,Cave Junction Post Office
14,N357336524,44.8179313,-119.0983082,Caverhill Post Office (historical)
14,N357336528,44.233214,-117.817696,Caviness Post Office (historical)
14,N357336531,45.6767678,-118.5566345,Cayuse Post Office
14,N357336537,45.6179092,-119.9589226,Cecil Post Office (historical)
14,N357336546,45.5258804,-122.8084456,Cedar Mill Post Office
14,N357336555,44.6304002,-122.9748136,Central Post Office (historical)
14,N357336559,42.3770238,-122.9127036,Central Point Post Office
14,N357336563,46.1026075,-123.8512512,Chadwell Post Office (historical)
14,N357336567,43.583177,-122.6219978,Champion Post Office (historical)
14,N357336574,44.7903948,-123.6942763,Chandler Post Office (historical)
14,N357336578,45.8251134,-122.9853857,Chapman Post Office (historical)
14,N357336587,43.340111,-124.3301167,Charleston Post Office
14,N357336596,44.1331812,-122.9039711,Charlotte Post Office (historical)
14,N357336601,45.2262255,-123.3137186,Chase Post Office (historical)
14,N357336611,43.2165181,-121.7828015,Chemult Post Office
14,N357336614,45.4476126,-123.243443,Cherry Grove Post Office (historical)
14,N357336622,44.1895676,-123.2856507,Cheshire Post Office
14,N357336625,42.006778,-124.2039763,Chetco Post Office (historical)
14,N357336629,42.6595972,-120.5238593,Chewaucan Post Office (historical)
14,N357336633,45.7318162,-117.1551587,Chico Post Office (historical)
14,N357336638,42.5748973,-121.8643669,Chiloquin Post Office
14,N357336642,44.6548405,-123.8226118,Chitwood Post Office (historical)
14,N357336646,43.2382192,-120.6936721,Christmas Valley Post Office
14,N357336651,43.1067827,-123.4247945,Civil Bend Post Office (historical)
14,N357336655,45.4090711,-122.5700437,Clackamas Post Office
14,N357336674,46.1048568,-123.2071167,Clatskanie Post Office
14,N357336681,45.8059447,-123.2795609,Clear Creek Post Office (historical)
14,N357336686,44.50818,-120.958089,Cleek Post Office (historical)
14,N357336689,45.4212409,-120.2033713,Clem Post Office (historical)
14,N357336693,43.2962262,-123.4764705,Cleveland Post Office (historical)
14,N357336699,46.2109861,-123.4636479,Clifton Post Office (historical)
14,N357336702,42.2951316,-122.619753,Climax Post Office (historical)
14,N357336709,45.2053816,-123.8928605,Cloverdale Post Office
14,N357336711,44.9012327,-122.8025898,Clymer Post Office (historical)
14,N357336714,43.2323324,-124.2331662,Coaledo Post Office (historical)
14,N357336718,43.8665128,-123.0311917,Coast Fork Post Office (historical)
14,N357336724,45.7045555,-123.4084512,Cochran Post Office (historical)
14,N357336728,43.3651152,-123.502586,Coles Valley Post Office (historical)
14,N357336733,42.0526353,-122.6508627,Colestin Post Office (historical)
14,N357336737,42.1123702,-121.6997211,Colson Post Office (historical)
14,N357336742,45.1720669,-122.4378631,Colton Post Office
14,N357336752,44.1332156,-117.3926836,Columbine Post Office (historical)
14,N357336757,44.5332132,-118.6968936,Comer Post Office (historical)
14,N357336765,43.739288,-123.1864739,Comstock Post Office (historical)
14,N357336782,43.3012221,-124.2123333,Coos City Post Office (historical)
14,N357336788,43.3776126,-124.1012181,Coos River Post Office (historical)
14,N357336793,43.3948346,-124.1853892,Cooston Post Office (historical)
14,N357336800,42.0265136,-123.1467152,Copper Post Office (historical)
14,N357336807,45.7512702,-116.5481998,Copper Post Office (historical)
14,N357336813,43.1770545,-124.1876075,Coquille Post Office
14,N357336828,42.6095537,-124.3789914,Corbin Post Office (historical)
14,N357336836,45.5198872,-123.0516111,Cornelius Post Office
14,N357336856,43.797928,-123.0544284,Cottage Grove Post Office
14,N357336867,42.1401609,-120.4732938,Cottonwood Post Office (historical)
14,N357336887,45.3751149,-123.1548288,Cove Orchard Post Office (historical)
14,N357336897,45.2965257,-117.8079872,Cove Post Office
14,N357336910,45.854855,-119.666416,Coyote Post Office (historical)
14,N357336921,44.6351225,-122.8981455,Crabtree Post Office
14,N357336939,43.4151559,-118.5782574,Crane Post Office
14,N357336946,42.9110836,-122.1469019,Crater Lake Post Office
14,N357336961,44.3570691,-122.8578637,Crawfordsville Post Office
14,N357336969,43.5096558,-121.9693258,Crescent Lake Post Office
14,N357336977,43.4623474,-121.6955803,Crescent Post Office
14,N357336985,43.5012705,-118.0099066,Creston Post Office (historical)
14,N357336994,43.918001,-123.0245781,Creswell Post Office
14,N357337001,45.0423439,-120.9978316,Criterion Post Office (historical)
14,N357337007,45.0854186,-117.8163253,Cromwell Post Office (historical)
14,N357337012,44.4245638,-121.2383729,Crooked River Ranch Post Office
14,N357337022,44.994292,-120.7525439,Cross Hollows Post Office (historical)
14,N357337032,44.8151238,-120.9325429,Cross Keys Post Office (historical)
14,N357337040,43.9930345,-123.3397087,Crow Post Office (historical)
14,N357337052,43.2915469,-117.8943457,Crowley Post Office (historical)
14,N357337058,44.9784514,-123.2081565,Crowley Post Office (historical)
14,N357337066,44.9109627,-120.4261406,Crown Rock Post Office (historical)
14,N357337074,43.6251226,-122.181148,Cruzatte Post Office (historical)
14,N357337082,42.5762452,-122.0816876,Crystal Post Office (historical)
14,N357337088,43.7034561,-122.8475662,Culp Creek Post Office
14,N357337094,44.5256753,-121.2130974,Culver Post Office
14,N357337104,43.7223433,-123.2120299,Curtin Post Office
14,N357337107,43.9856774,-124.0442834,Cushman Post Office (historical)
14,N357337114,42.2351469,-121.52111,Dairy Post Office
14,N357337118,44.9884873,-118.9474744,Dale Post Office
14,N357337123,44.9190915,-123.3170386,Dallas Post Office
14,N357337134,42.9443213,-117.3401487,Danner Post Office (historical)
14,N357337139,45.0380144,-121.1131032,Dant Post Office (historical)
14,N357337147,42.4290116,-123.0581038,Dardanelles Post Office (historical)
14,N357337152,42.9709977,-123.1624855,Days Creek Post Office
14,N357337158,45.2184933,-123.0792377,Dayton Post Office
14,N357337164,44.4682007,-119.5358104,Dayville Post Office
14,N357337171,44.0956754,-123.7634388,Deadwood Post Office
14,N357337178,45.588172900000004,-121.6267416,Dee Post Office (historical)
14,N357337183,45.9311518,-122.8438169,Deer Island Post Office
14,N357337187,44.0817938,-122.7484092,Deerhorn Post Office (historical)
14,N357337193,44.962443,-124.0162113,Delake Post Office (historical)
14,N357337204,44.2012706,-117.4412972,Dell Post Office (historical)
14,N357337209,43.3690018,-124.0139916,Dellwood Post Office (historical)
14,N357337217,43.2602457,-124.2274785,Delmar Post Office (historical)
14,N357337226,44.8720644,-123.0817632,Dencer Post Office (historical)
14,N357337233,42.890664,-124.4626091,Denmark Post Office (historical)
14,N357337241,45.9512223,-123.5679055,Denver Post Office (historical)
14,N357337259,42.5790153,-122.6997608,Derby Post Office (historical)
14,N357337265,44.1565075,-121.2555881,Deschutes Post Office (historical)
14,N357337270,45.2606771,-121.0367285,Deschutes Post Office (historical)
14,N357337275,44.4762333,-121.0692024,Desert Post Office (historical)
14,N357337280,44.7341434,-122.1498403,Detroit Post Office
14,N357337291,45.3817823,-123.094272,Dewey Post Office (historical)
14,N357337298,43.9156641,-122.8210931,Dexter Post Office
14,N357337302,44.2804021,-122.9956424,Diamond Hill Post Office (historical)
14,N357337307,43.1787376,-122.1389202,Diamond Lake Post Office
14,N357337313,43.0121029,-118.6660311,Diamond Post Office
14,N357337319,43.1028939,-123.4278501,Dillard Post Office
14,N357337335,43.6980822,-122.7700534,Disston Post Office (historical)
14,N357337343,43.7512332,-123.1198043,Divide Post Office (historical)
14,N357337354,45.7303914,-123.0053851,Dixie Post Office (historical)
14,N357337360,43.2076169,-123.2411773,Dixonville Post Office (historical)
14,N357337375,45.2229491,-122.839987,Donald Post Office
14,N357337381,43.1559448,-123.9562078,Dora Post Office (historical)
14,N357337387,43.7203142,-122.8625926,Dorena Post Office
14,N357337393,42.8109482,-123.5956287,Dothan Post Office (historical)
14,N357337397,44.6540115,-122.8053662,Dotyville Post Office (historical)
14,N357337411,42.3553999,-123.1206051,Draper Post Office (historical)
14,N357337415,42.8817885,-122.8994961,Drew Post Office (historical)
14,N357337420,42.2276572,-120.6927441,Drews Valley Post Office (historical)
14,N357337423,43.8065466,-118.3774232,Drewsey Post Office
14,N357337429,44.4128979,-123.9956722,Drift Creek Post Office (historical)
14,N357337433,42.2695592,-123.5372872,Dryden Post Office (historical)
14,N357337437,42.6290172,-122.5400343,Dudley Post Office (historical)
14,N357337442,45.4531754,-121.1306244,Dufur Post Office
14,N357337447,45.5612419,-118.3163439,Duncan Post Office (historical)
14,N357337452,45.2781732,-123.010935,Dundee Post Office
14,N357337456,44.5820902,-117.46464,Durkee Post Office
14,N357337462,45.3573432,-122.3589761,Eagle Creek Post Office
14,N357337466,42.4726258,-122.8028177,Eagle Point Post Office
14,N357337476,43.9415376,-123.8756588,Earl Post Office (historical)
14,N357337490,43.3634452,-124.1928891,Eastside Post Office
14,N357337500,45.7423538,-119.195567,Echo Post Office
14,N357337507,42.8387207,-124.184544,Eckley Post Office (historical)
14,N357337515,44.6345632,-123.7764999,Eddyville Post Office
14,N357337524,45.9068115,-117.5565723,Eden Post Office (historical)
14,N357337538,45.2554133,-119.8161365,Eightmile Post Office (historical)
14,N357337548,43.2581703,-123.4859138,Elgarose Post Office (historical)
14,N357337556,45.5648612,-117.917434,Elgin Post Office
14,N357337564,44.6206739,-123.8767799,Elk City Post Office (historical)
14,N357337571,45.5693086,-117.8190952,Elk Flat Post Office (historical)
14,N357337575,45.0456707,-123.4317737,Elk Horn Post Office (historical)
14,N357337584,43.9815047,-121.8058666,Elk Lake Post Office (historical)
14,N357337589,43.5406756,-123.1850759,Elkhead Post Office (historical)
14,N357337595,44.8358027,-122.3620137,Elkhorn Post Office (historical)
14,N357337602,43.6367042,-123.565466,Elkton Post Office
14,N357337610,45.6312432,-119.8089182,Ella Post Office (historical)
14,N357337616,44.0656785,-123.3553742,Elmira Post Office
14,N357337621,45.8656665,-123.5948486,Elsie Post Office (historical)
14,N357337629,43.2776327,-121.2525118,Embody Post Office (historical)
14,N357337632,44.4515056,-121.4328248,Emery Post Office (historical)
14,N357337638,45.6226264,-120.5625532,Emigrant Springs Post Office (historical)
14,N357337650,43.3928897,-124.2773379,Empire Post Office
14,N357337658,45.4923417,-121.1520149,Endersly Post Office (historical)
14,N357337662,45.5915114,-121.013679,English Post Office (historical)
14,N357337672,45.4266204,-117.2792046,Enterprise Post Office
14,N357337693,44.2165114,-123.4053768,Estrup Post Office (historical)
14,N357337700,42.962332,-124.1095441,Etelka Post Office (historical)
14,N357337706,42.5970693,-122.8192101,Etna Post Office (historical)
14,N357337710,44.2873432,-123.9415026,Euclid Post Office (historical)
14,N357337720,45.742923,-117.6663052,Eustis Post Office (historical)
14,N357337726,45.5016646,-117.4226535,Evans Post Office (historical)
14,N357337731,45.3831838,-119.016385,Evarts Post Office (historical)
14,N357337736,43.4173411,-123.2134056,Fair Oaks Post Office (historical)
14,N357337741,45.6240115,-121.0020123,Fairbanks Post Office (historical)
14,N357337747,45.3598347,-123.3353877,Fairdale Post Office (historical)
14,N357337763,43.2167775,-124.0737143,Fairview Post Office (historical)
14,N357337769,43.9595707,-122.8203521,Fall Creek Post Office
14,N357337777,44.8662285,-123.4359382,Falls City Post Office
14,N357337806,46.1645529,-123.7370829,Fern Hill Post Office (historical)
14,N357337822,42.7784516,-123.371454,Fernvale Post Office (historical)
14,N357337827,42.2643371,-118.6751809,Fields Post Office
14,N357337835,44.1290148,-122.3828395,Finn Rock Post Office (historical)
14,N357337837,45.6040065,-121.5042405,Fir Post Office (historical)
14,N357337851,46.0442786,-123.0915033,Firwood Post Office (historical)
14,N357337857,44.2917874,-123.8401105,Fisher Post Office (historical)
14,N357337871,45.185678,-120.9736688,Flanagan Post Office (historical)
14,N357337878,46.1655354,-123.9244995,Flavel Post Office (historical)
14,N357337883,45.3915201,-120.0594776,Fletts Post Office (historical)
14,N357337888,45.900148,-117.3094328,Flora Post Office (historical)
14,N357337907,44.1540111,-122.0986647,Foley Springs Post Office (historical)
14,N357337913,42.4048437,-123.1389402,Foots Creek Post Office (historical)
14,N357337919,42.1512538,-122.0275118,Forest Post Office (historical)
14,N357337927,42.7025727,-121.9956231,Fort Klamath Post Office
14,N357337935,43.3571631,-121.0518577,Fort Rock Post Office
14,N357337942,46.2020477,-123.9623694,Fort Stevens Post Office (historical)
14,N357337961,44.9981864,-120.2161373,Fossil Post Office
14,N357337968,44.410402499999996,-122.6723065,Foster Post Office
14,N357337984,43.0081638,-124.415112,Fourmile Post Office (historical)
14,N357337991,43.9386655,-123.2082915,Fox Hollow Post Office (historical)
14,N357337998,44.6487635,-119.1441362,Fox Post Office
14,N357338008,44.7595663,-122.5517511,Fox Valley Post Office (historical)
14,N357338026,44.1609544,-123.3045412,Franklin Post Office (historical)
14,N357338032,45.5781785,-120.9645108,Freebridge Post Office (historical)
14,N357338039,43.3784658,-121.153343,Fremont Post Office (historical)
14,N357338045,42.8268267,-118.9154784,Frenchglen Post Office
14,N357338051,45.3467839,-121.2672913,Friend Post Office
14,N357338059,45.2359571,-116.8457762,Fruita Post Office (historical)
14,N357338081,44.7104344,-118.8163477,Galena Post Office (historical)
14,N357338088,45.5865011,-123.2148334,Gales Creek Post Office
14,N357338096,42.7781753,-123.2958964,Galesville Post Office (historical)
14,N357338101,42.5694971,-123.59723580000001,Galice Post Office (historical)
14,N357338109,45.5579047,-119.4458544,Galloway Post Office (historical)
14,N357338122,43.730117,-124.11039,Gardiner Post Office
14,N357338136,45.5597565,-123.9110224,Garibaldi Post Office
14,N357338160,42.4637615,-121.0260988,Garner Post Office (historical)
14,N357338164,45.4362256,-123.1395515,Gaston Post Office
14,N357338169,44.7562329,-122.4167483,Gates Post Office
14,N357338173,44.7753993,-121.082824,Gateway Post Office (historical)
14,N357338177,42.9553877,-124.1067662,Gaylord Post Office (historical)
14,N357338181,46.0242745,-123.9112502,Gearhart Post Office
14,N357338201,44.4734506,-121.391713,Geneva Post Office (historical)
14,N357338213,45.1074683,-122.8989809,Gervais Post Office
14,N357338220,45.6995763,-118.3649602,Gibbon Post Office (historical)
14,N357338226,43.4770694,-121.6853026,Gilchrist Post Office
14,N357338234,44.222616,-121.4733742,Gist Post Office (historical)
14,N357338249,44.5165089,-123.8178901,Glen Post Office (historical)
14,N357338256,43.9603988,-124.1040071,Glenada Post Office (historical)
14,N357338278,42.7362284,-123.4233992,Glendale Post Office
14,N357338292,44.0818275,-117.2885119,Glenn Post Office (historical)
14,N357338298,45.6492781,-123.2709469,Glenwood Post Office
14,N357338304,43.3015069,-123.1011754,Glide Post Office
14,N357338314,42.4073334,-124.421774,Gold Beach Post Office
14,N357338318,42.4312567,-123.0479901,Gold Hill Post Office
14,N357338322,42.6823411,-123.3314517,Golden Post Office (historical)
14,N357338328,44.1631784,-123.3425967,Goldson Post Office (historical)
14,N357338333,44.7570662,-122.5284173,Gooch Post Office (historical)
