type,id,lat,lon,name,state,stateAbbr,stateFips
14,N357122162,34.6851705,-82.9471055,Seneca Post Office,south carolina,SC,45
14,N357122169,34.7653731,-83.0659862,Walhalla Post Office,south carolina,SC,45
14,N357122172,34.759818,-83.0434855,West Union Post Office,south carolina,SC,45
14,N357122184,34.6639864,-83.0951535,Westminster Post Office,south carolina,SC,45
14,N357122195,34.7237193,-82.7812526,Central Post Office,south carolina,SC,45
14,N357122221,34.7881687,-82.695137,Liberty Post Office,south carolina,SC,45
14,N357122232,33.8023946,-78.7264068,Coastal Post Office,south carolina,SC,45
14,N357122236,33.8373924,-79.0472586,Conway Post Office,south carolina,SC,45
14,N357122240,33.8723945,-78.6227914,Little River Post Office,south carolina,SC,45
14,N357122247,33.8215614,-78.6708489,North Myrtle Beach Post Office,south carolina,SC,45
14,N357122251,33.6156978,-78.9791252,Surfside Beach Post Office,south carolina,SC,45
14,N357122841,32.658236,-80.1714855,Wadmalaw Island Post Office,south carolina,SC,45
14,N357123091,32.9875393,-80.099081,Ladson Post Office,south carolina,SC,45
14,N357123480,34.7128913,-82.6104115,Equality Post Office (historical),south carolina,SC,45
14,N357123482,34.6912206,-82.7259719,Hickory Flat Post Office (historical),south carolina,SC,45
14,N357123485,34.5970524,-82.68458,Iola Post Office (historical),south carolina,SC,45
14,N357123532,34.633165,-82.6704133,Septus Post Office (historical),south carolina,SC,45
14,N357123774,34.9845696,-81.8234362,Clifton Post Office,south carolina,SC,45
14,N357123781,34.9915135,-81.8367698,Converse Post Office,south carolina,SC,45
14,N357123827,34.9101323,-81.5025943,Sunny Side Post Office (historical),south carolina,SC,45
14,N357123834,33.2968235,-81.0353758,Bamberg Post Office,south carolina,SC,45
14,N357124672,32.7203,-80.3483,Adams Run Post Office,south carolina,SC,45
14,N357124674,33.7504,-80.2173,Alcolu Post Office,south carolina,SC,45
14,N357124675,33.0092,-81.31,Allendale Post Office,south carolina,SC,45
14,N357124678,32.9819,-79.6575,Awendaw Post Office,south carolina,SC,45
14,N357124679,33.9923984,-79.2009315,Aynor Post Office,south carolina,SC,45
14,N357124681,32.2452,-80.8569,Bluffton Post Office,south carolina,SC,45
14,N357124682,33.3073,-79.9543,Bonneau Post Office,south carolina,SC,45
14,N357124684,32.4387,-80.7035,Burton Branch Post Office,south carolina,SC,45
14,N357124685,33.0556,-80.6204,Canadys Post Office,south carolina,SC,45
14,N357124686,33.7612,-78.96,Carolina Forest Post Office,south carolina,SC,45
14,N357124688,34.032,-79.3528,Centenary Post Office,south carolina,SC,45
14,N357124689,32.9,-80.0562,Charleston Air Force Base Post Office,south carolina,SC,45
14,N357124691,33.3784,-81.0074,Cope Post Office,south carolina,SC,45
14,N357124692,33.1337,-79.8858,Cordesville Post Office,south carolina,SC,45
14,N357124695,33.434,-80.9253,Cordova Post Office,south carolina,SC,45
14,N357124696,32.9351,-80.4774,Cottageville Post Office,south carolina,SC,45
14,N357124697,32.8802,-81.0245,Crocketville Post Office,south carolina,SC,45
14,N357124699,32.9055,-80.0755,Cross County Branch Post Office,south carolina,SC,45
14,N357124700,33.3297,-80.153,Cross Post Office,south carolina,SC,45
14,N357124701,33.6023,-80.2638,Davis Station Post Office,south carolina,SC,45
14,N357124703,33.1413,-80.3998,Dorchester Post Office,south carolina,SC,45
14,N357124704,32.7463,-80.9315,Early Branch Post Office,south carolina,SC,45
14,N357124709,33.3939,-80.3474,Eutawville Post Office,south carolina,SC,45
14,N357124710,32.2172,-80.7396,Fairfield Station Post Office,south carolina,SC,45
14,N357124712,34.19742,-79.7729172,Federal Station Post Office,south carolina,SC,45
14,N357124713,34.2895,-79.276,Fork Post Office,south carolina,SC,45
14,N357124714,32.6811,-81.1863,Furman Post Office,south carolina,SC,45
14,N357124770,33.8228,-80.1023,Gable Post Office,south carolina,SC,45
14,N357124772,32.8613,-81.2377,Gifford Post Office,south carolina,SC,45
14,N357124775,33.5821,-79.9888,Greeleyville Post Office,south carolina,SC,45
14,N357124777,32.7315,-80.6142,Green Pond Post Office,south carolina,SC,45
14,N357124778,33.9161,-79.3412,Gresham Post Office,south carolina,SC,45
14,N357124781,33.131229,-80.583249,Grover Post Office,south carolina,SC,45
14,N357124784,34.4635,-79.3337,Hamer Post Office,south carolina,SC,45
14,N357124787,32.866,-81.1107,Hampton Post Office,south carolina,SC,45
14,N357124791,33.2137,-80.4462,Harleyville Post Office,south carolina,SC,45
14,N357124794,33.7527,-79.4443,Hemingway Post Office,south carolina,SC,45
14,N357124796,33.2752,-81.248,Hilda Post Office,south carolina,SC,45
14,N357124801,32.7344,-80.244,Hollywood Post Office,south carolina,SC,45
14,N357124803,32.9822,-79.8137,Huger Post Office,south carolina,SC,45
14,N357124806,32.9086,-80.927,Islandton Post Office,south carolina,SC,45
14,N357124808,32.7616,-80.5255,Jacksonboro Post Office,south carolina,SC,45
14,N357124811,32.7497,-79.9733,James Island Post Office,south carolina,SC,45
14,N357124814,33.2875,-79.6962,Jamestown Post Office,south carolina,SC,45
14,N357124816,32.7422128,-80.0422215,Johns Island Post Office,south carolina,SC,45
14,N357124818,33.8267,-79.4463,Johnsonville Post Office,south carolina,SC,45
14,N357124821,34.3444561,-79.1679806,Lake View Post Office,south carolina,SC,45
14,N357124822,33.4886995,-79.0939399,Litchfield Post Office,south carolina,SC,45
14,N357124824,34.4743,-79.406,Little Rock Post Office,south carolina,SC,45
14,N357124827,33.7453,-78.8321,Post Office,south carolina,SC,45
14,N357124830,32.5544,-80.7437,Lobeco Post Office,south carolina,SC,45
14,N357124833,33.0663,-80.953,Lodge Post Office,south carolina,SC,45
14,N357124835,33.9371,-78.7328,Longs Post Office,south carolina,SC,45
14,N357124837,34.0509,-78.8945,Loris Post Office,south carolina,SC,45
14,N357124840,33.6939,-80.2117,Manning Post Office,south carolina,SC,45
14,N357124842,33.0763,-81.4792,Martin Post Office,south carolina,SC,45
14,N357124844,32.948,-81.0334,Miley Post Office,south carolina,SC,45
14,N357124848,33.5565995,-79.042605,Murrells Inlet Post Office,south carolina,SC,45
14,N357124849,32.9668,-79.9931,US Naval Weapons Station Post Office,south carolina,SC,45
14,N357124851,33.6579,-79.5144,Nesmith Post Office,south carolina,SC,45
14,N357124853,34.2324,-79.1462,Nichols Post Office,south carolina,SC,45
14,N357124857,33.4526,-81.1258,Norway Post Office,south carolina,SC,45
14,N357124858,33.1791,-81.1854,Olar Post Office,south carolina,SC,45
14,N357124859,32.3492452,-80.6777464,Parris Island Post Office,south carolina,SC,45
14,N357124861,33.4452783,-79.1240127,Pawleys Island Post Office,south carolina,SC,45
14,N357124862,33.7383,-80.3577,Paxville Post Office,south carolina,SC,45
14,N357124864,32.8577,-79.9858,Pinehaven Post Office,south carolina,SC,45
14,N357124865,33.4307,-80.0247,Pineville Post Office,south carolina,SC,45
14,N357124866,33.7398,-80.4628,Pinewood Post Office,south carolina,SC,45
14,N357124869,34.2293721,-79.7408186,Quinby Post Office,south carolina,SC,45
14,N357124870,34.0986,-79.3161,Rains Post Office,south carolina,SC,45
14,N357124872,32.7765,-80.2488,Ravenel Post Office,south carolina,SC,45
14,N357124873,33.0969,-80.3126,Ridgeville Post Office,south carolina,SC,45
14,N357124875,32.9371,-80.5399,Round O Post Office,south carolina,SC,45
14,N357124876,33.3711,-80.8356,Rowesville Post Office,south carolina,SC,45
14,N357124877,33.006861,-80.81287,Ruffin Post Office,south carolina,SC,45
14,N357124879,32.7889,-79.9912,Saint Andrews Post Office,south carolina,SC,45
14,N357124880,32.3951362,-80.5850858,"Saint Helena Island, SC Post Office",south carolina,SC,45
14,N357124881,33.4841,-80.4786,Santee Post Office,south carolina,SC,45
14,N357124882,33.834,-80.0829,Sardinia Post Office,south carolina,SC,45
14,N357124883,32.5283,-80.7663,Seabrook Post Office,south carolina,SC,45
14,N357124884,33.0881,-80.8134,Smoaks Post Office,south carolina,SC,45
14,N357124886,34.1666,-79.771,South Florence Post Office,south carolina,SC,45
14,N357124887,34.4997,-79.3087,South of the Border Post Office,south carolina,SC,45
14,N357124889,33.4967363,-81.2799096,Springfield Post Office,south carolina,SC,45
14,N357124890,33.7367,-81.1001,Swansea Post Office,south carolina,SC,45
14,N357124891,33.0365,-81.225,Sycamore Post Office,south carolina,SC,45
14,N357124893,33.0956,-81.2076,Ulmer Post Office,south carolina,SC,45
14,N357124895,33.436153,-80.424231700000007,Vance Post Office,south carolina,SC,45
14,N357124904,32.903,-80.6642,Walterboro Post Office,south carolina,SC,45
14,N357124911,33.0357,-80.8408,Williams Post Office,south carolina,SC,45
14,N357124912,32.6902,-80.8484,Yemassee Post Office,south carolina,SC,45
14,N357095111,43.8281633,-103.6319819,Crazy Horse Post Office,south dakota,SD,46
14,N357099385,44.8933216,-102.6126656,Opal Post office,south dakota,SD,46
14,N357099954,43.4613872,-101.4945918,Longvalley Post Office,south dakota,SD,46
14,N357100332,45.1691527,-102.591272,Bixby Post Office,south dakota,SD,46
14,N357100335,44.148861,-97.1420075,Badus Post Office (historical),south dakota,SD,46
14,N357100338,44.0527496,-96.9536687,Egge Post Office (historical),south dakota,SD,46
14,N357100342,44.0910821,-96.8683884,Dyce Post Office (historical),south dakota,SD,46
14,N357100346,45.4249585,-97.3489763,Wahbay Post Office (historical),south dakota,SD,46
14,N357100350,43.640271,-98.635086,Flynn Post Office (historical),south dakota,SD,46
14,N357100354,44.7780306,-98.2003704,Irving Post Office (historical),south dakota,SD,46
14,N357100357,44.7930327,-98.6259307,Ridge Post Office (historical),south dakota,SD,46
14,N357100362,44.7505331,-98.6884316,Boz Post Office (historical),south dakota,SD,46
14,N357100366,44.9816387,-98.2923137,Grobe Post Office (historical),south dakota,SD,46
14,N357100371,43.2560991,-97.2581134,Spring Valley Post Office (historical),south dakota,SD,46
14,N357100374,43.3285987,-97.7384005,Wittenberg Post Office (historical),south dakota,SD,46
14,N357100378,43.3277657,-97.8767365,Rezek Post Office (historical),south dakota,SD,46
14,N357100383,44.5771882,-97.1042346,Poinsett Post Office (historical),south dakota,SD,46
14,N357100386,44.6632984,-97.24813,Hayti Post Office (historical),south dakota,SD,46
14,N357100390,44.5877437,-97.2692401,Dolph Post Office (historical),south dakota,SD,46
14,N357100394,45.7932963,-98.1642696,Merna Post Office (historical),south dakota,SD,46
14,N357100406,45.7902334,-98.0206613,Detroit Post Office (historical),south dakota,SD,46
14,N357100422,45.6471991,-98.7020448,Bern Post Office (historical),south dakota,SD,46
14,N357100431,45.7219044,-98.1403808,Shelby Post Office (historical),south dakota,SD,46
14,N357100434,45.9241399,-98.5156556,Winship Post Office (historical),south dakota,SD,46
14,N357100440,45.53052,-98.2220424,Yorkville Post Office (historical),south dakota,SD,46
14,N357100444,45.4294202,-98.4745385,Grand Crossing Post Office (historical),south dakota,SD,46
14,N357100447,45.8074749,-98.9795521,Santa Clara Post Office (historical),south dakota,SD,46
14,N357100452,45.2716379,-98.352593100000007,Rondell Post Office (historical),south dakota,SD,46
14,N357100456,44.321372,-100.0831804,Rousseau Station and Post Office (historical),south dakota,SD,46
14,N357100459,44.1233206,-99.7492811,Iron Nation Post Office (historical),south dakota,SD,46
14,N357100464,43.8388832,-99.3387118,Lyman Post Office (historical),south dakota,SD,46
14,N357100468,45.9111068,-100.4162383,Vanderbilt Post Office (historical),south dakota,SD,46
14,N357100473,44.777205,-100.7115344,Little Bend Post Office (historical),south dakota,SD,46
14,N357100476,45.6916439,-98.7476012,Delhi Post Office (historical),south dakota,SD,46
14,N357100479,45.7152546,-99.3365048,Martel Post Office (historical),south dakota,SD,46
14,N357100482,45.9158072,-98.8337154,Alpha Post Office (historical),south dakota,SD,46
14,N357100484,45.6360971,-99.8276184,Sutley Post Office (historical),south dakota,SD,46
14,N357100486,45.6319372,-100.180957,Tislo Post Office (historical),south dakota,SD,46
14,N357100489,45.7930508,-100.2629012,Gale Post Office (historical),south dakota,SD,46
14,N357100491,45.9138761,-99.9184492,Hein Post Office (historical),south dakota,SD,46
14,N357100494,45.6611057,-100.2837375,Campbell Post Office (historical),south dakota,SD,46
14,N357100496,44.898313,-99.5017812,Dunsmore Post Office (historical),south dakota,SD,46
14,N357100498,44.9541448,-99.447058,Ellisville Post Office (historical),south dakota,SD,46
14,N357100501,45.3621982,-98.7673252,Albion Post Office (historical),south dakota,SD,46
14,N357100503,45.2666412,-98.8642736,Saint Herbert Post Office (historical),south dakota,SD,46
14,N357100506,45.5766434,-98.8023256,Pioneer Post Office (historical),south dakota,SD,46
14,N357100508,45.5666614,-100.4490243,Flora Post Office (historical),south dakota,SD,46
14,N357100510,45.1516467,-99.6612266,Springs Post Office (historical),south dakota,SD,46
14,N357100522,45.157486,-100.1512371,Eales Post Office (historical),south dakota,SD,46
14,N357100524,44.9130372,-100.0615101,Davidson Post Office (historical),south dakota,SD,46
14,N357100527,44.9249816,-100.0651212,Artichoke Post Office (historical),south dakota,SD,46
14,N357100529,44.5930382,-100.1426266,Marston Post Office (historical),south dakota,SD,46
14,N357100532,44.5755382,-100.2904097,Shiloh Post Office (historical),south dakota,SD,46
14,N357100534,44.7083161,-99.8290069,McCamley Post Office (historical),south dakota,SD,46
14,N357100536,44.6605376,-100.0023433,Ney Post Office (historical),south dakota,SD,46
14,N357100539,44.6397051,-100.209851,Warnecke Post Office (historical),south dakota,SD,46
14,N357100541,44.7533163,-99.7076164,Roy Post Office (historical),south dakota,SD,46
14,N357100545,44.8269262,-99.8170614,Kaspar Post Office (historical),south dakota,SD,46
14,N357100547,44.8458152,-100.0601217,Milford Post Office (historical),south dakota,SD,46
14,N357100549,44.8388721,-100.3129095,Laurel Post Office (historical),south dakota,SD,46
14,N357100552,44.7569277,-100.3237437,Lewiston Post Office (historical),south dakota,SD,46
14,N357100554,44.7805388,-100.5093063,Fairbank Post Office (historical),south dakota,SD,46
14,N357100556,44.8972047,-100.1698479,Potter Post Office (historical),south dakota,SD,46
14,N357100559,44.270817,-99.9476208,De Grey Post Office (historical),south dakota,SD,46
14,N357100561,44.3110954,-99.8062287,Giddings Post Office (historical),south dakota,SD,46
14,N357100563,44.5469251,-100.5056947,Fielder Post Office (historical),south dakota,SD,46
14,N357100564,44.4558137,-100.52875,Oahe Post Office (historical),south dakota,SD,46
14,N357100566,44.52498,-100.9179242,Clearwater Post Office (historical),south dakota,SD,46
14,N357100568,44.5402595,-100.3731903,Augusta Post Office (historical),south dakota,SD,46
14,N357100570,45.0407981,-96.6161697,Oporto Post Office (historical),south dakota,SD,46
14,N357100573,45.049687,-96.8742346,Troy Post Office (historical),south dakota,SD,46
14,N357100575,45.1227426,-96.517278,Elmira Post Office (historical),south dakota,SD,46
14,N357100578,45.280519,-96.8031238,Kilborn Post Office (historical),south dakota,SD,46
14,N357100580,44.9416415,-98.871214,Glen Post Office (historical),south dakota,SD,46
14,N357100582,44.9810859,-98.5045387,Gordon Post Office (historical),south dakota,SD,46
14,N357100585,44.9638639,-98.555929,Ada Post Office (historical),south dakota,SD,46
14,N357100587,44.0641585,-98.7081486,Fauston Post Office (historical),south dakota,SD,46
14,N357100590,44.0488815,-98.8267611,Waterbury Post Office (historical),south dakota,SD,46
14,N357100593,44.1297127,-98.6898154,Templeton Post Office (historical),south dakota,SD,46
14,N357100596,44.1694339,-98.6364819,Stock Post Office (historical),south dakota,SD,46
14,N357100598,44.1213799,-98.8539842,Hyde Post Office (historical),south dakota,SD,46
14,N357100601,44.2624745,-97.770358,Sana Post Office (historical),south dakota,SD,46
14,N357100603,44.3696948,-97.7136916,Manchester Post Office (historical),south dakota,SD,46
14,N357100605,44.5216331,-97.2300708,Denmark Post Office (historical),south dakota,SD,46
14,N357100608,44.2659542,-97.5519562,Mathews Post Office (historical),south dakota,SD,46
14,N357100610,45.5705154,-97.0792487,Goodwill Post Office (historical),south dakota,SD,46
14,N357100612,45.8457922,-97.1039751,Eddy Post Office (historical),south dakota,SD,46
14,N357100615,44.280815,-100.5534702,Hayes Post Office (historical),south dakota,SD,46
14,N357100617,44.7191492,-100.9962603,Lindsay Post Office (historical),south dakota,SD,46
14,N357100619,43.3327513,-103.7879741,Cascade Post Office (historical),south dakota,SD,46
14,N357100622,43.5066505,-103.3207526,Buffalo Gap Post Office (historical),south dakota,SD,46
14,N357100624,43.2516635,-101.5840392,Masopia Post Office (historical),south dakota,SD,46
14,N357100627,43.0083014,-103.9007625,Eckard Post Office (historical),south dakota,SD,46
14,N357100628,43.2991434,-103.4049194,Lithia Post Office (historical),south dakota,SD,46
14,N357100629,43.6947143,-102.41433550000001,Casey Post Office (historical),south dakota,SD,46
14,N357100631,44.016655,-102.4712766,Dakota City Post Office (historical),south dakota,SD,46
14,N357100632,44.7457975,-96.6420018,Clear Lake Post Office (historical),south dakota,SD,46
14,N357100633,44.630519,-96.4850506,Deuel Post Office (historical),south dakota,SD,46
14,N357100635,44.5860758,-96.6614434,Blom Post Office (historical),south dakota,SD,46
14,N357100636,44.6166307,-96.5822752,Scandinavia Post Office (historical),south dakota,SD,46
14,N357100638,44.5596857,-96.4614373,Skjold Post Office (historical),south dakota,SD,46
14,N357100639,44.8819086,-96.5489443,Lonetree Lake Post Office (historical),south dakota,SD,46
14,N357100640,44.7055205,-96.754504,Altruria Post Office (historical),south dakota,SD,46
14,N357100642,44.6638539,-96.7392249,Togstad Post Office (historical),south dakota,SD,46
14,N357100643,44.6860746,-96.5169973,Norden Post Office (historical),south dakota,SD,46
14,N357100644,43.477764,-98.1322976,Flensburg Post Office (historical),south dakota,SD,46
14,N357100648,43.3847102,-98.1697982,Scott Post Office (historical),south dakota,SD,46
14,N357100650,43.484711,-98.3725799,Beulah Post Office (historical),south dakota,SD,46
14,N357100655,44.2510979,-99.4609429,Stephan Post Office (historical),south dakota,SD,46
14,N357100657,44.7202596,-99.3798342,Edwin Post Office (historical),south dakota,SD,46
14,N357100660,44.6352604,-99.3698332,Afton Post Office (historical),south dakota,SD,46
14,N357100662,43.8249776,-97.5822912,Dover Post Office (historical),south dakota,SD,46
14,N357100663,42.9708248,-96.6878169,Nora Post Office (historical),south dakota,SD,46
14,N357100666,43.1319374,-97.8822918,Vodnany Post Office (historical),south dakota,SD,46
14,N357100668,42.9036085,-98.0759067,Lorettta Post Office (historical),south dakota,SD,46
14,N357100671,42.8805533,-98.1125743,Andrus Post Office (historical),south dakota,SD,46
14,N357100673,42.9083279,-97.0017132,Bolton Post Office (historical),south dakota,SD,46
14,N357100696,44.3643801,-97.1331671,Denver Post Office,south dakota,SD,46
14,N357100698,44.0063638,-97.2442295,Russell Post Office,south dakota,SD,46
14,N357100699,44.0071976,-97.6959079,Woodworth Post Office,south dakota,SD,46
14,N357100844,43.8437295,-103.5631074,Sylvan Lake Post Office (historical),south dakota,SD,46
14,N357100846,44.0844303,-103.563803,Silver City Post Office (historical),south dakota,SD,46
14,N357100850,43.9580182,-103.3584816,Rockerville Post Office (historical),south dakota,SD,46
14,N357100855,44.0533208,-103.4018537,Hisega Post Office (historical),south dakota,SD,46
14,N357100861,44.3336025,-103.6409941,Camp Galena Post Office,south dakota,SD,46
14,N357100866,43.9574939,-98.7389812,Crow Lake Post Office,south dakota,SD,46
14,N357100868,43.0833333,-97.7833333,Blaha Post Office (historical),south dakota,SD,46
14,N357112324,34.8287046,-83.0457066,Pickett Post Office (historical),south carolina,SC,45
14,N357113716,33.9243121,-81.393991,Gilbert Post Office,south carolina,SC,45
14,N357113886,33.9862585,-81.2506556,Lexington Post Office,south carolina,SC,45
14,N357114100,33.9918203,-81.0700936,West Columbia Post Office,south carolina,SC,45
14,N357114316,33.9862686,-80.2103543,Mayesville Post Office,south carolina,SC,45
14,N357114319,34.0159879,-80.4325819,Dalzell Post Office,south carolina,SC,45
14,N357114488,33.9251215,-80.3405564,Sumter Post Office,south carolina,SC,45
14,N357261837,41.5320455,-71.5106153,Slocum Post Office,rhode island,RI,44
14,N357262131,41.3778284,-71.8301749,Westerly Post Office,rhode island,RI,44
14,N357263732,41.9325992,-71.432836,Ashton Post Office (historical),rhode island,RI,44
14,N357264115,41.8870442,-71.3875561,Central Falls Post Office,rhode island,RI,44
14,N357264493,41.7770449,-71.4367239,Cranston Post Office,rhode island,RI,44
14,N357266351,41.8792665,-71.382278,Pawtucket Post Office,rhode island,RI,44
14,N357266487,41.8192669,-71.4150566,Providence Post Office,rhode island,RI,44
14,N357267552,41.9050996,-71.3920008,Valley Falls-Lonsdale Station Pawtucket Post Office,rhode island,RI,44
14,N357267756,42.0048205,-71.5125616,Woonsocket Post Office,rhode island,RI,44
14,N357267808,41.8189893,-71.3767215,East Providence Station Post Office,rhode island,RI,44
14,N357268284,41.699324,-71.4549883,Apponaug Station Post Office,rhode island,RI,44
14,N357268303,41.7740428,-71.6721012,Clayville Post Office,rhode island,RI,44
14,N357268308,41.946111,-71.403333,Cumberland Post Office,rhode island,RI,44
14,N357268313,41.8661373,-71.3631078,Darlington Post Office,rhode island,RI,44
14,N357268324,41.638326,-71.4694266,East Greenwich Post Office,rhode island,RI,44
14,N357268329,41.8303105,-71.4010636,East Side Station Post Office,rhode island,RI,44
14,N357268336,41.7903096,-71.421259,Elmwood Station Post Office,rhode island,RI,44
14,N357268343,41.7315394,-71.547609,Fiskeville Post Office,rhode island,RI,44
14,N357268350,41.7591328,-71.4569273,Garden City Post Office,rhode island,RI,44
14,N357268356,41.872385800000004,-71.5539181,Greenville Post Office,rhode island,RI,44
14,N357268362,41.9655954,-71.677266,Harrisville Post Office,rhode island,RI,44
14,N357268366,41.7351415,-71.5557216,Hope Post Office,rhode island,RI,44
14,N357268378,41.904305,-71.4092662,Lincoln Post Office,rhode island,RI,44
14,N357268383,41.9710722,-71.471682,Manville Post Office,rhode island,RI,44
14,N357268392,41.5888987,-71.4576444,North Kingstown Post Office,rhode island,RI,44
14,N357268396,41.8328567,-71.5909075,North Scituate Post Office,rhode island,RI,44
14,N357268401,41.8344817,-71.4233959,North Station Post Office,rhode island,RI,44
14,N357268425,41.7727456,-71.353558,Riverside Post Office,rhode island,RI,44
14,N357268433,41.8411017,-71.354584,Rumford Post Office,rhode island,RI,44
14,N357268450,41.892555,-71.5182161,Smithfield Post Office,rhode island,RI,44
14,N357268458,41.6566291,-71.1925522,Tiverton Post Office,rhode island,RI,44
14,N357268465,41.7300839,-71.2811051,Warren Post Office,rhode island,RI,44
14,N357268474,41.7114321,-71.4262025,Warwick Post Office,rhode island,RI,44
14,N357268482,41.791738,-71.406207,Washington Park Station Post Office,rhode island,RI,44
14,N357268497,41.8187193,-71.41515,Weybosset Hill Post Office,rhode island,RI,44
14,N357305101,42.0917242,-80.1667286,Presque Island Post Office,pennsylvania,PA,42
14,N357323357,40.2634034,-79.7947677,Frank Post Office (historical),pennsylvania,PA,42
14,N357333080,41.3136915,-76.6532868,Maurglen Post Office (historical),pennsylvania,PA,42
14,N357333108,45.1793037,-119.7116863,Adamsville Post Office (historical),oregon,OR,41
14,N357333119,45.5892847,-122.5906504,Airport Mall Post Office,washington,NA,NA
14,N357333122,44.6362988,-123.1105423,Albany Post Office,oregon,OR,41
14,N357333126,42.9090499,-118.3496307,Alberson Post Office (historical),oregon,OR,41
14,N357333146,42.6378942,-123.4472874,Altamont Post Office (historical),oregon,OR,41
14,N357333149,45.2951288,-120.3505966,Alville Post Office (historical),oregon,OR,41
14,N357333152,42.4182255,-118.5937935,Alvord Post Office (historical),oregon,OR,41
14,N357333155,43.0984923,-118.4029708,Anderson Post Office (historical),oregon,OR,41
14,N357333172,43.2068078,-120.8872153,Arrow Post Office (historical),oregon,OR,41
14,N357333176,45.7748538,-118.6269219,Arroyo Post Office (historical),oregon,OR,41
14,N357333184,45.6190175,-119.4380763,Atwood Post Office (historical),oregon,OR,41
14,N357333189,42.9251161,-123.5036817,Azalea Post Office (historical),oregon,OR,41
14,N357333196,45.520681,-120.6833892,Badger Post Office (historical),oregon,OR,41
14,N357333199,42.4664984,-124.3678804,Bagnell Post Office (historical),oregon,OR,41
14,N357333203,44.7682084,-117.8349405,Baker City Post Office,oregon,OR,41
14,N357333212,41.317854,-77.0788578,Cogan Station Post Office (historical),pennsylvania,PA,42
14,N357333217,42.8637674,-117.6426564,Bar Post Office (historical),oregon,OR,41
14,N357333223,43.9956907,-120.2663767,Barnes Post Office (historical),oregon,OR,41
14,N357333229,44.4262709,-117.598255,Basin Post Office (historical),oregon,OR,41
14,N357333259,42.9539978,-124.284273,Bennett Post Office (historical),oregon,OR,41
14,N357333262,42.6546067,-118.9893664,Berdugo Post Office (historical),oregon,OR,41
14,N357333276,44.1904317,-119.0071723,Blanton Post Office (historical),oregon,OR,41
14,N357333282,43.1343216,-118.8746487,Blitzen Post Office (historical),oregon,OR,41
14,N357333298,42.4865041,-123.4858979,Booth Post Office (historical),oregon,OR,41
14,N357333313,42.5712675,-117.2426426,Bowdens Post Office (historical),oregon,OR,41
14,N357333327,40.0759437,-75.2779589,William Penn Post Office (historical),pennsylvania,PA,42
14,N357333331,40.0806663,-75.2551797,Lafayette Hill Post Office (historical),pennsylvania,PA,42
14,N357333340,39.905663,-75.8357776,Derrydown Post Office (historical),pennsylvania,PA,42
14,N357333341,43.2401449,-120.3680314,Buffalo Post Office (historical),oregon,OR,41
14,N357333344,39.8859419,-75.7738306,Leonard Post Office (historical),pennsylvania,PA,42
14,N357333345,43.1965311,-120.8199901,Burleson Post Office (historical),oregon,OR,41
14,N357333366,41.8925556,-80.3389531,Lundys Lane Post Office (historical),pennsylvania,PA,42
14,N357333398,43.3179336,-117.1151485,Carter Post Office (historical),oregon,OR,41
14,N357333409,45.8387433,-119.8375322,Castle Rock Post Office (historical),washington,NA,NA
14,N357333480,43.3706966,-120.4858157,Cliff Post Office (historical),oregon,OR,41
14,N357333490,42.4551565,-120.4052414,Clover Flat Post Office (historical),oregon,OR,41
14,N357333494,45.7909648,-118.7258173,Cold Springs Post Office (historical),oregon,OR,41
14,N357333497,43.8931943,-120.063312,Coldspring Post Office (historical),oregon,OR,41
14,N357333519,43.3081942,-120.8788846,Connley Post Office (historical),oregon,OR,41
14,N357333533,43.1221026,-118.127406,Cord Post Office (historical),oregon,OR,41
14,N357333543,44.7257028,-119.4227628,Cottonwood Post Office (historical),oregon,OR,41
14,N357333551,42.3998487,-122.8178168,Creede Post Office (historical),oregon,OR,41
14,N357333555,44.3331921,-120.1677758,Crescent Post Office (historical),oregon,OR,41
14,N357333566,43.9887384,-120.7066734,Crook Post Office (historical),oregon,OR,41
14,N357333577,42.7257138,-117.793212,Crutcher Post Office (historical),oregon,OR,41
14,N357333584,42.5553865,-124.0650885,Cumtux Post Office (historical),oregon,OR,41
14,N357333596,42.9326093,-124.2001026,Custer Post Office (historical),oregon,OR,41
14,N357333607,42.3067867,-123.2419987,Davidson Post Office (historical),oregon,OR,41
14,N357333617,45.2340238,-119.8639145,Davidson Post Office (historical),oregon,OR,41
14,N357333628,45.520681,-120.6833892,De Moss Springs Post Office (historical),oregon,OR,41
14,N357333661,42.0156683,-123.7259033,Deering Post Office (historical),oregon,OR,41
14,N357333678,43.4368213,-118.7032603,Del Norte Post Office (historical),oregon,OR,41
14,N357333696,42.5490477,-119.6552259,Delaine Post Office (historical),oregon,OR,41
14,N357333718,42.0028698,-118.6336409,Denio Post Office (historical),nevada,NV,32
14,N357333747,42.0651354,-122.6341956,Deter Post Office (historical),oregon,OR,41
14,N357333774,44.713763,-118.4846688,Diffin Post Office (historical),oregon,OR,41
14,N357333778,45.3240455,-117.0371029,Divide Post Office (historical),oregon,OR,41
14,N357333785,44.058445,-121.311699,Downtown Post Office,oregon,OR,41
14,N357333792,43.866802,-120.3122089,Drylake Post Office (historical),oregon,OR,41
14,N357333797,44.2209852,-119.1441226,Duncanville Post Office (historical),oregon,OR,41
14,N357333804,45.8029116,-118.2316205,Edgewood Post Office (historical),oregon,OR,41
